2.8,Enid,MT4021420000000,Oklahoma,OK
3.2,Lawton,MT4030020000000,Oklahoma,OK
2.8,Oklahoma City,MT4036420000000,Oklahoma,OK
2.9,Tulsa,MT4046140000000,Oklahoma,OK
4.6,Albany,MT4110540000000,Oregon,OR
4.3,Bend,MT4113460000000,Oregon,OR
3.8,Corvallis,MT4118700000000,Oregon,OR
4.3,Eugene-Springfield,MT4121660000000,Oregon,OR
5.8,Grants Pass,MT4124420000000,Oregon,OR
4.7,Medford,MT4132780000000,Oregon,OR
4.1,Portland-Vancouver-Hillsboro,MT4138900000000,Oregon,OR
4.2,Salem,MT4141420000000,Oregon,OR
3.4,Allentown-Bethlehem-Easton,MT4210900000000,Pennsylvania,PA
3.3,Altoona,MT4211020000000,Pennsylvania,PA
2.8,Chambersburg,MT4216540000000,Pennsylvania,PA
3.9,Erie,MT4221500000000,Pennsylvania,PA
2.7,Gettysburg,MT4223900000000,Pennsylvania,PA
2.9,Harrisburg-Carlisle,MT4225420000000,Pennsylvania,PA
3.9,Johnstown,MT4227780000000,Pennsylvania,PA
2.5,Lancaster,MT4229540000000,Pennsylvania,PA
2.7,Lebanon,MT4230140000000,Pennsylvania,PA
3.4,Philadelphia-Camden-Wilmington,MT4237980000000,Pennsylvania,PA
3.3,Pittsburgh,MT4238300000000,Pennsylvania,PA
3.2,Reading,MT4239740000000,Pennsylvania,PA
3.8,Scranton--Wilkes-Barre,MT4242540000000,Pennsylvania,PA
2.5,State College,MT4244300000000,Pennsylvania,PA
3.8,Williamsport,MT4248700000000,Pennsylvania,PA
2.9,York-Hanover,MT4249620000000,Pennsylvania,PA
4.4,Providence-Warwick,MT4439300000000,Rhode Island,RI
3.4,Charleston-North Charleston,MT4516700000000,South Carolina,SC
3.9,Columbia,MT4517900000000,South Carolina,SC
4.3,Florence,MT4522500000000,South Carolina,SC
3.6,Greenville-Anderson-Greer,MT4524860000000,South Carolina,SC
3.6,Hilton Head Island-Bluffton-Port Royal,MT4525940000000,South Carolina,SC
4.8,Myrtle Beach-Conway-North Myrtle Beach,MT4534820000000,South Carolina,SC
4.0,Spartanburg,MT4543900000000,South Carolina,SC
5.2,Sumter,MT4544940000000,South Carolina,SC
1.8,Rapid City,MT4639660000000,South Dakota,SD
1.8,Sioux Falls,MT4643620000000,South Dakota,SD
3.3,Chattanooga,MT4716860000000,Tennessee,TN
4.2,Clarksville,MT4717300000000,Tennessee,TN
3.8,Cleveland,MT4717420000000,Tennessee,TN
4.0,Jackson,MT4727180000000,Tennessee,TN
3.8,Johnson City,MT4727740000000,Tennessee,TN
3.5,Kingsport-Bristol,MT4728700000000,Tennessee,TN
3.2,Knoxville,MT4728940000000,Tennessee,TN
4.2,Memphis,MT4732820000000,Tennessee,TN
3.4,Morristown,MT4734100000000,Tennessee,TN
3.0,Nashville-Davidson--Murfreesboro--Franklin,MT4734980000000,Tennessee,TN
2.9,Abilene,MT4810180000000,Texas,TX
2.7,Amarillo,MT4811100000000,Texas,TX
3.1,Austin-Round Rock-San Marcos,MT4812420000000,Texas,TX
5.1,Beaumont-Port Arthur,MT4813140000000,Texas,TX
4.9,Brownsville-Harlingen,MT4815180000000,Texas,TX
2.9,College Station-Bryan,MT4817780000000,Texas,TX
3.9,Corpus Christi,MT4818580000000,Texas,TX
3.5,Dallas-Fort Worth-Arlington,MT4819100000000,Texas,TX
7.5,Eagle Pass,MT4820580000000,Texas,TX
3.7,El Paso,MT4821340000000,Texas,TX
4.0,Houston-Pasadena-The Woodlands,MT4826420000000,Texas,TX
4.1,Killeen-Temple,MT4828660000000,Texas,TX
3.7,Laredo,MT4829700000000,Texas,TX
4.4,Longview,MT4830980000000,Texas,TX
3.1,Lubbock,MT4831180000000,Texas,TX
6.1,McAllen-Edinburg-Mission,MT4832580000000,Texas,TX
2.6,Midland,MT4833260000000,Texas,TX
3.2,Odessa,MT4836220000000,Texas,TX
2.9,San Angelo,MT4841660000000,Texas,TX
3.4,San Antonio-New Braunfels,MT4841700000000,Texas,TX
3.4,Sherman-Denison,MT4843300000000,Texas,TX
3.8,Texarkana,MT4845500000000,Texas,TX
3.4,Tyler,MT4846340000000,Texas,TX
3.7,Victoria,MT4847020000000,Texas,TX
3.3,Waco,MT4847380000000,Texas,TX
3.3,Wichita Falls,MT4848660000000,Texas,TX
2.6,Logan,MT4930860000000,Utah,UT
2.8,Ogden,MT4936260000000,Utah,UT
3.0,Provo-Orem-Lehi,MT4939340000000,Utah,UT
3.0,St. George,MT4941100000000,Utah,UT
3.0,Salt Lake City-Murray,MT4941620000000,Utah,UT
2.2,Burlington-South Burlington,MT5015540000000,Vermont,VT
2.6,Blacksburg-Christiansburg-Radford,MT5113980000000,Virginia,VA
2.2,Charlottesville,MT5116820000000,Virginia,VA
2.3,Harrisonburg,MT5125500000000,Virginia,VA
2.8,Lynchburg,MT5131340000000,Virginia,VA
2.6,Richmond,MT5140060000000,Virginia,VA
2.6,Roanoke,MT5140220000000,Virginia,VA
2.2,Staunton-Stuarts Draft,MT5144420000000,Virginia,VA
2.8,Virginia Beach-Chesapeake-Norfolk,MT5147260000000,Virginia,VA
2.4,Winchester,MT5149020000000,Virginia,VA
4.5,Bellingham,MT5313380000000,Washington,WA
4.5,Bremerton-Silverdale-Port Orchard,MT5314740000000,Washington,WA
5.6,Kennewick-Richland,MT5328420000000,Washington,WA
5.4,Longview-Kelso,MT5331020000000,Washington,WA
5.2,Mount Vernon-Anacortes,MT5334580000000,Washington,WA
4.6,Olympia-Lacey-Tumwater,MT5336500000000,Washington,WA
3.6,Seattle-Tacoma-Bellevue,MT5342660000000,Washington,WA
4.9,Spokane-Spokane Valley,MT5344060000000,Washington,WA
4.3,Walla Walla,MT5347460000000,Washington,WA
5.6,Wenatchee-East Wenatchee,MT5348300000000,Washington,WA
7.6,Yakima,MT5349420000000,Washington,WA
3.6,Beckley,MT5413220000000,West Virginia,WV
3.5,Charleston,MT5416620000000,West Virginia,WV
4.7,Huntington-Ashland,MT5426580000000,West Virginia,WV
3.0,Morgantown,MT5434060000000,West Virginia,WV
3.7,Parkersburg-Vienna,MT5437620000000,West Virginia,WV
4.3,Wheeling,MT5448540000000,West Virginia,WV
2.4,Appleton,MT5511540000000,Wisconsin,WI
3.0,Eau Claire,MT5520740000000,Wisconsin,WI
2.6,Fond du Lac,MT5522540000000,Wisconsin,WI
2.5,Green Bay,MT5524580000000,Wisconsin,WI
3.0,Janesville-Beloit,MT5527500000000,Wisconsin,WI
3.0,Kenosha,MT5528450000000,Wisconsin,WI
2.5,La Crosse-Onalaska,MT5529100000000,Wisconsin,WI
2.2,Madison,MT5531540000000,Wisconsin,WI
3.0,Milwaukee-Waukesha,MT5533340000000,Wisconsin,WI
2.5,Oshkosh-Neenah,MT5536780000000,Wisconsin,WI
3.2,Racine-Mount Pleasant,MT5539540000000,Wisconsin,WI
2.3,Sheboygan,MT5543100000000,Wisconsin,WI
2.4,Wausau,MT5548140000000,Wisconsin,WI
3.7,Casper,MT5616220000000,Wyoming,WY
3.7,Cheyenne,MT5616940000000,Wyoming,WY
3.7,Anaheim-Santa Ana-Irvine,DV0611244000000,California,CA
5.7,Los Angeles-Long Beach-Glendale,DV0631084000000,California,CA
4.4,Oakland-Fremont-Berkeley,DV0636084000000,California,CA
3.6,San Francisco-San Mateo-Redwood City,DV0641884000000,California,CA
3.7,San Rafael,DV0642034000000,California,CA
3.3,Wilmington,DV1048864000000,Delaware,DE
2.9,Fort Lauderdale-Pompano Beach-Sunrise,DV1222744000000,Florida,FL
2.4,Miami-Miami Beach-Kendall,DV1233124000000,Florida,FL
3.3,St. Petersburg-Clearwater-Largo,DV1241304000000,Florida,FL
3.3,Tampa,DV1245294000000,Florida,FL
3.1,West Palm Beach-Boca Raton-Delray Beach,DV1248424000000,Florida,FL
3.4,Atlanta-Sandy Springs-Roswell,DV1312054000000,Georgia,GA
3.0,Marietta,DV1331924000000,Georgia,GA
4.4,Chicago-Naperville-Schaumburg,DV1716984000000,Illinois,IL
4.3,Elgin,DV1720994000000,Illinois,IL
4.5,Lake County,DV1729404000000,Illinois,IL
5.4,Lake County-Porter County-Jasper County,DV1829414000000,Indiana,IN
2.3,Frederick-Gaithersburg-Bethesda,DV2423224000000,Maryland,MD
3.9,Boston,DV2514454000000,Massachusetts,MA
3.8,Cambridge-Newton-Framingham,DV2515764000000,Massachusetts,MA
5.5,Detroit-Dearborn-Livonia,DV2619804000000,Michigan,MI
4.2,Warren-Troy-Farmington Hills,DV2647664000000,Michigan,MI
2.8,Rockingham County-Strafford County,DV3340484000000,New Hampshire,NH
4.2,Camden,DV3415804000000,New Jersey,NJ
4.0,Lakewood-New Brunswick,DV3429484000000,New Jersey,NJ
4.3,Newark,DV3435084000000,New Jersey,NJ
3.1,Nassau County-Suffolk County,DV3635004000000,New York,NY
4.7,New York-Jersey City-White Plains,DV3635614000000,New York,NY
2.6,Montgomery County-Bucks County-Chester County,DV4233874000000,Pennsylvania,PA
3.8,Philadelphia,DV4237964000000,Pennsylvania,PA
3.5,Dallas-Plano-Irving,DV4819124000000,Texas,TX
3.4,Fort Worth-Arlington-Grapevine,DV4823104000000,Texas,TX
2.2,Arlington-Alexandria-Reston,DV5111694000000,Virginia,VA
3.6,Everett,DV5321794000000,Washington,WA
3.4,Seattle-Bellevue-Kent,DV5342644000000,Washington,WA
3.9,Tacoma-Lakewood,DV5345104000000,Washington,WA
2.7,Albertville,MC0110700000000,Alabama,AL
3.6,Alexander City,MC0110760000000,Alabama,AL
2.9,Cullman,MC0118980000000,Alabama,AL
3.5,Enterprise,MC0121460000000,Alabama,AL
4.3,Eufaula,MC0121640000000,Alabama,AL
2.8,Fort Payne,MC0122840000000,Alabama,AL
3.7,Ozark,MC0137120000000,Alabama,AL
3.0,Russellville,MC0140770000000,Alabama,AL
3.8,Scottsboro,MC0142460000000,Alabama,AL
5.7,Selma,MC0142820000000,Alabama,AL
3.6,Talladega-Sylacauga,MC0145180000000,Alabama,AL
3.3,Troy,MC0145980000000,Alabama,AL
3.8,Juneau,MC0227940000000,Alaska,AK
4.5,Ketchikan,MC0228540000000,Alaska,AK
5.9,Nogales,MC0435700000000,Arizona,AZ
3.5,Payson,MC0437740000000,Arizona,AZ
3.1,Safford,MC0440940000000,Arizona,AZ
5.3,Show Low,MC0443320000000,Arizona,AZ
4.0,Arkadelphia,MC0511660000000,Arkansas,AR
3.0,Batesville,MC0512900000000,Arkansas,AR
3.6,Blytheville,MC0514180000000,Arkansas,AR
4.0,Camden,MC0515780000000,Arkansas,AR
5.0,El Dorado,MC0520980000000,Arkansas,AR
5.2,Forrest City,MC0522620000000,Arkansas,AR
3.4,Harrison,MC0525460000000,Arkansas,AR
3.7,Magnolia,MC0531620000000,Arkansas,AR
3.8,Malvern,MC0531680000000,Arkansas,AR
4.0,Mountain Home,MC0534260000000,Arkansas,AR
3.6,Paragould,MC0537500000000,Arkansas,AR
4.7,Pine Bluff,MC0538220000000,Arkansas,AR
3.8,Russellville,MC0540780000000,Arkansas,AR
3.5,Searcy,MC0542620000000,Arkansas,AR
4.4,Bishop,MC0613860000000,California,CA
7.6,Clearlake,MC0617340000000,California,CA
6.7,Crescent City,MC0618860000000,California,CA
5.0,Eureka-Arcata,MC0621700000000,California,CA
6.3,Red Bluff,MC0639780000000,California,CA
5.0,Sonora,MC0643760000000,California,CA
6.3,Susanville,MC0645000000000,California,CA
4.3,Truckee-Grass Valley,MC0646020000000,California,CA
5.7,Ukiah,MC0646380000000,California,CA
5.1,Alamosa,MC0810480000000,Colorado,CO
3.1,Breckenridge,MC0814720000000,Colorado,CO
6.3,Canon City,MC0815860000000,Colorado,CO
4.2,Durango,MC0820420000000,Colorado,CO
3.6,Edwards,MC0820780000000,Colorado,CO
4.2,Fort Morgan,MC0822820000000,Colorado,CO
4.9,Montrose,MC0833940000000,Colorado,CO
3.7,Rifle,MC0840090000000,Colorado,CO
3.7,Steamboat Springs,MC0844460000000,Colorado,CO
3.6,Sterling,MC0844540000000,Colorado,CO
2.7,Putnam,MC0939480000000,Connecticut,CT
2.4,Torrington,MC0945860000000,Connecticut,CT
3.2,Seaford,MC1042580000000,Delaware,DE
3.9,Arcadia,MC1211580000000,Florida,FL
3.6,Clewiston,MC1217500000000,Florida,FL
2.1,Key West-Key Largo,MC1228580000000,Florida,FL
4.0,Lake City,MC1229380000000,Florida,FL
3.6,Okeechobee,MC1236380000000,Florida,FL
3.9,Palatka,MC1237260000000,Florida,FL
4.7,Americus,MC1311140000000,Georgia,GA
3.6,Bainbridge,MC1312460000000,Georgia,GA
3.7,Calhoun,MC1315660000000,Georgia,GA
3.5,Cedartown,MC1316340000000,Georgia,GA
